0	245
1	245
2	245
3	490
4	245
5	245
6	245
7	245
8	245
9	110
10	245
11	146
12	245
13	110
14	262
15	198
16	290
17	245
18	245
19	245
20	437
21	245
22	437
23	110
24	245
25	245
26	245
27	245
28	1069
29	215
30	437
31	245
32	110
33	110
34	245
35	245
36	245
37	489
38	437
39	437
40	489
41	437
42	298
43	748
44	489
45	490
46	437
47	437
48	215
49	437
50	489
51	489
52	490
53	262
54	215
55	215
56	490
57	490
58	490
59	490
60	490
61	490
62	490
63	490
64	490
65	490
66	490
67	490
68	490
69	110
70	490
71	490
72	489
73	489
74	146
75	262
76	215
77	110
78	215
79	215
80	489
81	489
82	748
83	146
84	198
85	623
86	623
87	198
88	623
89	490
90	979
91	215
92	623
93	489
94	623
95	979
96	245
97	623
98	623
99	979
100	437
101	979
102	979
103	215
104	215
105	866
106	215
107	110
108	110
109	110
110	110
111	110
112	110
113	110
114	290
115	215
116	110
117	198
118	110
119	110
120	110
121	290
122	110
123	110
124	290
125	110
126	198
127	215
128	215
129	198
130	489
131	489
132	489
133	489
134	489
135	489
136	489
137	298
138	146
139	146
140	146
141	146
142	748
143	146
144	146
145	146
146	146
147	146
148	146
149	146
150	146
151	146
152	153
153	215
154	489
155	866
156	437
157	979
158	748
159	513
160	110
161	110
162	110
163	110
164	110
165	110
166	110
167	110
168	110
169	110
170	110
171	110
172	110
173	110
174	110
175	110
176	110
177	110
178	110
179	110
180	110
181	110
182	262
183	262
184	146
185	489
186	262
187	866
188	623
189	623
190	623
191	215
192	198
193	215
194	290
195	215
196	198
197	198
198	198
199	215
200	215
201	215
202	437
203	215
204	198
205	215
206	198
207	198
208	198
209	215
210	198
211	198
212	215
213	215
214	198
215	198
216	215
217	215
218	198
219	198
220	198
221	198
222	290
223	290
224	290
225	979
226	245
227	489
228	623
229	298
230	489
231	245
232	489
233	489
234	866
235	245
236	489
237	513
238	489
239	298
240	489
241	979
242	489
243	489
244	437
245	437
246	489
247	298
248	298
249	437
250	437
251	437
252	979
253	489
254	290
255	979
256	866
257	215
258	215
259	979
260	215
261	866
262	215
263	513
264	437
265	979
266	146
267	866
268	489
269	489
270	437
271	215
272	290
273	215
274	866
275	748
276	290
277	513
278	866
279	110
280	489
281	490
282	290
283	437
284	490
285	198
286	290
287	215
288	198
289	290
290	215
291	110
292	215
293	110
294	290
295	110
296	110
297	298
298	748
299	146
300	513
301	513
302	889
303	245
304	437
305	298
306	215
307	866
308	245
309	1069
310	1069
311	1069
312	1069
313	1069
314	1069
315	262
316	215
317	215
318	215
319	215
320	215
321	215
322	215
323	215
324	215
325	215
326	198
327	198
328	437
329	489
330	437
331	748
332	437
333	979
334	215
335	215
336	437
337	489
338	489
339	866
340	889
341	110
342	215
343	489
344	489
345	979
346	153
347	489
348	979
349	298
350	489
351	866
352	866
353	262
354	290
355	153
356	889
357	866
358	979
359	215
360	215
361	489
362	198
363	437
364	866
365	298
366	290
367	866
368	866
369	979
370	146
371	262
372	490
373	979
374	979
375	979
376	489
377	262
378	298
379	889
