0	0
1	0
2	0
3	1
4	0
5	0
6	0
7	0
8	0
9	6
10	0
11	3
12	0
13	6
14	7
15	5
16	6
17	0
18	0
19	0
20	0
21	0
22	0
23	6
24	0
25	0
26	0
27	0
28	2
29	5
30	0
31	0
32	6
33	6
34	0
35	0
36	0
37	0
38	0
39	5
40	0
41	4
42	0
43	4
44	0
45	1
46	0
47	4
48	5
49	0
50	0
51	9
52	1
53	7
54	5
55	5
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	6
70	1
71	1
72	8
73	7
74	3
75	7
76	5
77	6
78	5
79	5
80	0
81	6
82	4
83	3
84	5
85	0
86	7
87	5
88	7
89	1
90	0
91	5
92	7
93	0
94	0
95	2
96	0
97	7
98	7
99	2
100	8
101	9
102	0
103	5
104	5
105	9
106	5
107	6
108	6
109	6
110	6
111	6
112	6
113	6
114	6
115	5
116	6
117	5
118	6
119	6
120	6
121	6
122	6
123	6
124	6
125	6
126	5
127	5
128	5
129	5
130	0
131	1
132	8
133	0
134	2
135	2
136	0
137	0
138	3
139	3
140	3
141	3
142	4
143	3
144	3
145	3
146	3
147	3
148	3
149	3
150	9
151	3
152	4
153	5
154	0
155	0
156	0
157	9
158	4
159	8
160	6
161	5
162	6
163	6
164	6
165	6
166	6
167	6
168	6
169	6
170	1
171	6
172	6
173	6
174	6
175	6
176	6
177	6
178	6
179	6
180	6
181	6
182	7
183	7
184	3
185	7
186	7
187	9
188	7
189	7
190	7
191	5
192	5
193	5
194	6
195	5
196	5
197	5
198	5
199	5
200	5
201	5
202	3
203	5
204	5
205	5
206	5
207	5
208	5
209	5
210	5
211	5
212	5
213	5
214	5
215	5
216	5
217	5
218	5
219	5
220	5
221	5
222	6
223	6
224	6
225	7
226	0
227	0
228	3
229	0
230	0
231	0
232	0
233	6
234	9
235	0
236	6
237	8
238	0
239	0
240	9
241	0
242	4
243	1
244	0
245	0
246	0
247	4
248	0
249	0
250	5
251	0
252	0
253	0
254	6
255	0
256	9
257	5
258	5
259	0
260	0
261	0
262	5
263	8
264	0
265	0
266	3
267	9
268	0
269	0
270	2
271	0
272	6
273	5
274	0
275	4
276	6
277	8
278	2
279	6
280	9
281	1
282	6
283	4
284	1
285	5
286	6
287	5
288	5
289	6
290	5
291	6
292	5
293	6
294	6
295	6
296	6
297	0
298	4
299	3
300	8
301	2
302	4
303	0
304	5
305	0
306	5
307	9
308	8
309	2
310	2
311	4
312	2
313	2
314	2
315	9
316	5
317	5
318	5
319	5
320	5
321	5
322	5
323	5
324	5
325	5
326	5
327	5
328	4
329	0
330	4
331	4
332	5
333	0
334	5
335	5
336	4
337	0
338	9
339	9
340	4
341	6
342	5
343	7
344	2
345	0
346	4
347	0
348	0
349	2
350	1
351	9
352	9
353	3
354	6
355	4
356	4
357	9
358	7
359	5
360	5
361	2
362	5
363	5
364	9
365	5
366	6
367	9
368	9
369	2
370	3
371	2
372	1
373	0
374	0
375	2
376	0
377	9
378	4
379	4
380	4
381	4
382	4
383	4
384	4
385	4
386	4
387	4
388	4
389	5
390	9
391	9
392	4
393	2
394	9
395	4
396	2
397	4
398	0
399	5
400	5
401	4
402	2
403	3
404	0
405	4
406	4
407	4
408	4
409	4
410	4
411	4
412	4
413	4
414	9
415	3
416	2
417	0
418	8
419	5
420	2
421	8
422	9
423	0
424	9
425	1
426	1
427	3
428	1
429	1
430	4
431	2
432	4
433	4
434	5
435	5
436	5
437	5
438	5
439	0
440	5
441	5
442	0
443	0
444	0
445	5
446	8
447	0
448	0
449	4
450	0
451	9
452	8
453	7
454	9
455	9
456	2
457	9
458	0
459	8
460	9
461	9
462	7
463	7
464	7
465	7
466	9
467	2
468	5
469	1
470	8
471	5
472	5
473	5
474	8
475	1
476	8
477	8
478	8
479	8
480	8
481	8
482	1
483	8
484	1
485	8
486	8
487	1
488	6
489	1
490	1
491	6
492	1
493	1
494	6
495	9
496	1
497	0
498	0
499	1
500	1
501	1
502	3
503	4
504	3
505	1
506	1
507	1
508	1
509	1
510	1
511	4
512	8
513	1
514	9
515	1
516	1
517	5
518	1
519	1
520	7
521	1
522	7
523	2
524	1
525	1
526	2
527	7
528	2
529	9
530	6
531	6
532	2
533	9
